index,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,est_amount,Party
6466,2020-10-24,2020-09-28,joint,SCHW,Charles Schwab Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6467,2020-10-24,2020-09-28,joint,DFS,Discover Financial Services,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6468,2020-10-24,2020-09-18,joint,DNB,"Dun & Bradstreet Holdings, Inc.",purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6469,2020-10-24,2020-09-18,joint,ENR,"Energizer Holdings, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6470,2020-10-24,2020-09-18,joint,GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6471,2020-10-24,2020-09-18,joint,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6472,2020-10-24,2020-09-18,joint,HOLX,"Hologic, Inc.",purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6473,2020-10-24,2020-09-28,joint,LPLA,LPL Financial Holdings Inc.,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6474,2020-10-24,2020-09-18,joint,MAT,"Mattel, Inc.",purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6475,2020-10-24,2020-09-01,joint,RXT,"Rackspace Technology, Inc.",purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6476,2020-10-24,2020-09-18,joint,RSG,"Republic Services, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6477,2020-10-24,2020-09-18,joint,RHI,Robert Half International Inc.,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6478,2020-10-24,2020-09-18,joint,TOL,"Toll Brothers, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017502.pdf,8000,Democratic
6479,2021-03-08,2021-02-17,,PG,Procter & Gamble Company,purchase,"$1,001 - $15,000",Lloyd Doggett,TX35,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018349.pdf,8000,Democratic
6480,2021-03-08,2021-02-23,,T,ATT Inc,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6481,2021-03-08,2021-02-23,,BAESY,BAE Systems plc Sponsored ADR,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6482,2021-03-08,2021-02-23,,BAC,Bank of American Corp,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6483,2021-03-08,2021-02-23,,CSCO,Cisco Systems Inc,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6484,2021-03-08,2021-02-23,,KO,Coca-Cola Company,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6485,2021-03-08,2021-02-18,,CMCSA,Comcast Corp - Class A,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6486,2021-03-08,2021-02-23,,COP,ConocoPhillips,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6487,2021-03-08,2021-02-23,,JPM,JP Morgan Chase & Co,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6488,2021-03-08,2021-02-23,,LMT,Lockheed Martin Corp,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6489,2021-03-08,2021-02-23,,MSFT,Microsoft Corp,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6490,2021-03-08,2021-03-01,,NCLH,Norwegian Cruise line Holdings Ltf Ord Shares,purchase,"$15,001 - $50,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,32500,Republican
6491,2021-03-08,2021-02-11,,SMFKY,Smurfit Kappa Group plc ADR Shares,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6492,2021-03-08,2021-02-23,,UBS,UBS Group AG Reg Ordinary Shares,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6493,2021-03-08,2021-02-23,,WFC,Wells Fargo & Company,sale_full,"$1,001 - $15,000",John Rutherford,FL04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018350.pdf,8000,Republican
6494,2020-11-03,2020-10-16,self,,Duke Energy Progr 3.7%28 Due 09/01/28,purchase,"$15,001 - $50,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017631.pdf,32500,Democratic
6495,2020-11-03,2020-10-28,self,BX,The Blackstone Group Inc. Class A,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017631.pdf,8000,Democratic
6496,2020-11-03,2020-09-01,,,NEW ORLEANS LA GO LTD TAX REF BDS SER,sale_full,"$1,001 - $15,000",Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017628.pdf,8000,Democratic
6497,2020-11-03,2020-10-22,joint,D,"Dominion Energy, Inc.",sale_partial,"$15,001 - $50,000",Gerald E. Connolly,VA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017629.pdf,32500,Democratic
6498,2020-11-03,2020-10-22,joint,LDOS,"Leidos Holdings, Inc.",sale_partial,"$1,001 - $15,000",Gerald E. Connolly,VA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017629.pdf,8000,Democratic
6499,2020-11-03,2020-10-22,joint,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,sale_partial,"$1,001 - $15,000",Gerald E. Connolly,VA11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017629.pdf,8000,Democratic
6500,2022-01-30,2022-01-21,joint,HD,Home Depot Inc,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020333.pdf,8000,Democratic
6501,2022-01-30,2022-01-21,self,HD,Home Depot Inc,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020334.pdf,8000,Democratic
6502,2020-10-05,2020-09-28,,ABT,Abbott Laboratories,purchase,"$50,001 - $100,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,75000,Republican
6503,2020-10-05,2020-09-28,,ABT,Abbott Laboratories,purchase,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6504,2020-10-05,2020-09-08,,GOOGL,Alphabet Inc. - Class A,purchase,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6505,2020-10-05,2020-09-08,,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6506,2020-10-05,2020-09-08,,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6507,2020-10-05,2020-09-24,,,BANK NOVA SCOTIA 0% 1Y: LKD EURO STOXX 50 INDEX DUE 09/24/2020 CPN 0.000% DUE 09/24/20,sale_full,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6508,2020-10-05,2020-09-21,,,FIFTH THIRD BANCORP FIX TO FLT JR SBRDNTD CALLABLE PERPTL CPN 5.100% DUE 12/31/49,purchase,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6509,2020-10-05,2020-09-21,,CIBR,First Trust NASDAQ Cybersecurity ETF,purchase,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6510,2020-10-05,2020-09-08,,INTU,Intuit Inc.,sale_full,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6511,2020-10-05,2020-09-09,,JPM,JP Morgan Chase & Co.,sale_full,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6512,2020-10-05,2020-09-08,,JPM,JP Morgan Chase & Co.,sale_full,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6513,2020-10-05,2020-09-28,,,JPMORGAN CHASE & CO FIX/FLT JR SBRDNTD PERP MAT CLLB NRA TAXABLE CPN 4.051% dUE 12/29/49,purchase,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6514,2020-10-05,2020-09-21,,USMC,Principal U.S. Mega-Cap ETF,purchase,"$1,001 - $15,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,8000,Republican
6515,2020-10-05,2020-09-08,,USMC,Principal U.S. Mega-Cap ETF,sale_partial,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6516,2020-10-05,2020-09-08,,SPY,SPDR S&P 500,sale_partial,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6517,2020-10-05,2020-09-21,,VDC,Vanguard Consumer Staples ETF,sale_full,"$50,001 - $100,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,75000,Republican
6518,2020-10-05,2020-09-21,,VDC,Vanguard Consumer Staples ETF,sale_full,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6519,2020-10-05,2020-09-21,,VDC,Vanguard Consumer Staples ETF,sale_full,"$15,001 - $50,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,32500,Republican
6520,2020-10-05,2020-09-08,,VIG,Vanguard div Appreciation ETF,sale_partial,"$50,001 - $100,000",K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017475.pdf,75000,Republican
6521,2020-10-05,2020-09-01,joint,MO,"Altria Group, Inc.",purchase,"$50,001 - $100,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017465.pdf,75000,Republican
6522,2020-10-05,2020-09-28,joint,BP,BP P.L.C.,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017465.pdf,8000,Republican
6523,2020-10-05,2020-09-16,joint,CWEN.A,"Clearway Energy, Inc. Class A",purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017465.pdf,8000,Republican
6524,2020-10-05,2020-09-02,joint,LAND,Gladstone land Corporation,purchase,"$15,001 - $50,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017465.pdf,32500,Republican
6525,2020-10-05,2020-09-01,joint,NFG,National Fuel gas Company,purchase,"$50,001 - $100,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017465.pdf,75000,Republican
6526,2020-10-05,2020-09-01,joint,OLP,"One Liberty Properties, Inc.",purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017465.pdf,8000,Republican
6527,2020-10-05,2020-09-15,,REYN,Reynolds Consumer Products Inc.,purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6528,2020-10-05,2020-09-14,,REYN,Reynolds Consumer Products Inc.,purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6529,2020-10-05,2020-09-11,,REYN,Reynolds Consumer Products Inc.,purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6530,2020-10-05,2020-09-10,,MSFT,Microsoft Corp.,sale_full,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6531,2020-10-05,2020-09-10,,REYN,Reynolds Consumer Products Inc.,purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6532,2020-10-05,2020-09-10,,BX,"Blackstone Group, Inc.",purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6533,2020-10-05,2020-09-10,,BDX,Becton Dickinson And Co. 6% Pfd,purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6534,2020-10-05,2020-09-10,,APPL,"Apple, Inc.",sale_full,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6535,2020-10-05,2020-09-10,,ACN,Accenture PLC,sale_full,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6536,2020-10-05,2020-08-26,,BDX,Becton Dickinson And Co. 6% Pfd,purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6537,2020-10-05,2020-09-01,,,GEORGIA ST GO 5% 07/01/27 JJ,purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6538,2020-10-05,2020-09-11,,,"ALKEON GROWTH SER 2, 2.00",purchase,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6539,2020-10-05,2020-09-03,,,Note Receivable - Rooney Foundation,sale_full,"$1,001 - $15,000",Francis Rooney,FL19,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217674.pdf,8000,Republican
6540,2020-09-28,2020-09-16,,ORCL,Oracle Corporation,sale_full,"$1,001 - $15,000",Bob Gibbs,OH07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017441.pdf,8000,Republican
6541,2020-09-28,2020-08-27,,MO,"Altria Group, Inc.",purchase,"$1,001 - $15,000",David Cheston Rouzer,NC07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017436.pdf,8000,Republican
6542,2020-09-28,2020-09-02,,XLF,SPDR Select Sector Fund - Financial,sale_partial,"$1,001 - $15,000",David Cheston Rouzer,NC07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017436.pdf,8000,Republican
6543,2020-12-14,2020-11-13,joint,ACN,Accenture plc Class A Ordinary Shares,purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf,8000,Republican
6544,2020-12-14,2020-11-19,joint,BDX,"Becton, Dickinson and Company",sale_full,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf,8000,Republican
6545,2020-12-14,2020-11-13,joint,MMP,Magellan Midstream Partners L.P. Limited Partnership,purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf,8000,Republican
6546,2020-12-14,2020-11-03,joint,,N1 Liquidating TR,sale_full,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf,8000,Republican
6547,2020-12-14,2020-11-13,joint,OKE,"ONEOK, Inc.",purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf,8000,Republican
6548,2020-12-14,2020-11-19,joint,SU,Suncor Energy Inc.,sale_full,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf,8000,Republican
6549,2020-12-14,2020-11-16,joint,TXN,Texas Instruments Incorporated,purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017853.pdf,8000,Republican
6550,2020-12-14,2020-11-25,joint,,North Texas Ed Fin Corp Ed Rev 5.25% 12/1/2047,purchase,"$250,001 - $500,000",Ann Wagner,MO02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217771.pdf,375000,Republican
6551,2020-07-21,2020-06-09,,AAL,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017001.pdf,8000,Republican
6552,2020-07-21,2020-06-11,,AAL,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017001.pdf,8000,Republican
6553,2020-07-21,2020-06-25,,AAL,"American Airlines Group, Inc.",purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017001.pdf,8000,Republican
6554,2020-07-21,2020-06-04,,USFD,US Foods Holding Corp.,purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017001.pdf,8000,Republican
6555,2020-07-21,2020-07-23,,USFD,US Foods Holding Corp.,purchase,"$1,001 - $15,000",Adam Kinzinger,IL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017001.pdf,8000,Republican
6556,2020-07-21,2020-06-23,,USFD,US Foods Holding Corp.,sale_partial,"$1,001 - $15,000",Adam Kinzinger,IL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017001.pdf,8000,Republican
6557,2020-07-21,2020-03-31,,TGNA,TEGNA Inc,sale_partial,"$1,001 - $15,000",Donna Shalala,FL27,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016984.pdf,8000,Democratic
6558,2020-07-21,2019-04-01,,TGNA,TEGNA Inc,sale_partial,"$15,001 - $50,000",Donna Shalala,FL27,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016984.pdf,32500,Democratic
6559,2022-02-27,2022-02-07,,AOS,AO Smith Corporation,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6560,2022-02-27,2022-01-26,,C,CitiGroup Inc,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6561,2022-02-27,2022-02-07,,CLX,Clorox Company,sale_full,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6562,2022-02-27,2022-01-27,,FANG,Diamondback Energy Inc - Common Stock,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6563,2022-02-27,2022-02-10,,HXL,Hexcel Corporation,sale_full,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6564,2022-02-27,2022-02-09,,KMB,Kimberly-Clark Corporation,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6565,2022-02-27,2022-02-10,,KMB,Kimberly-Clark Corporation,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6566,2022-02-27,2022-01-19,,LMT,Lockheed Martin Corporation,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6567,2022-02-27,2022-01-20,,MCK,McKesson Corporation,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6568,2022-02-27,2022-02-07,,MCK,McKesson Corporation,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6569,2022-02-27,2022-02-03,,MDT,Medtronic plc Ordinary Shares,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6570,2022-02-27,2022-02-09,,MDT,Medtronic plc Ordinary Shares,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6571,2022-02-27,2022-02-02,,MDT,Medtronic plc Ordinary Shares,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6572,2022-02-27,2022-02-14,,NUVA,NuVasive Inc,sale_full,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6573,2022-02-27,2022-02-09,,NXPI,NXP Semiconductors NV,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6574,2022-02-27,2022-02-02,,PFE,Pfizer inc,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6575,2022-02-27,2022-02-09,,PFE,Pfizer Inc,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6576,2022-02-27,2022-02-02,,PPG,PPG Industries,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6577,2022-02-27,2022-02-07,,SSNC,SS&C Technologies Holdings Inc,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020470.pdf,8000,Democratic
6578,2022-03-21,2022-03-18,joint,DUKE,Duke Energy Corp Fxd to 09/2024 thraftr 4.875%,purchase,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020661.pdf,8000,Republican
6579,2022-03-21,2022-03-17,self,TSLA,Tesla Inc - Exercised 25 Call options 2.5K shares expiring 3/18/22 @ $500,purchase,"$1,000,001 - $5,000,000",Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020662.pdf,3000000,Democratic
6580,2020-04-22,2020-04-15,joint,BRK.B,Berkshire Hathaway Inc. New,purchase,"$50,001 - $100,000",Kathy Castor,FL14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016456.pdf,75000,Democratic
6581,2020-04-22,2020-04-21,joint,BRK.B,Berkshire Hathaway Inc. New,purchase,"$15,001 - $50,000",Kathy Castor,FL14,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016456.pdf,32500,Democratic
6582,2020-04-22,2020-03-26,,T,AT&T Inc.,sale_full,"$1,001 - $15,000",Steve Cohen,TN09,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016457.pdf,8000,Democratic
6583,2020-04-22,2020-03-26,,BRK.B,Berkshire Hathaway Inc. New,sale_full,"$15,001 - $50,000",Steve Cohen,TN09,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016457.pdf,32500,Democratic
6584,2020-04-22,2020-03-26,,CVX,Chevron Corporation,sale_full,"$1,001 - $15,000",Steve Cohen,TN09,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016457.pdf,8000,Democratic
6585,2020-04-22,2020-03-26,,KO,Coca-Cola Company,sale_full,"$1,001 - $15,000",Steve Cohen,TN09,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016457.pdf,8000,Democratic
